S.No,Cell_Line,Drug_Name,Pubchem_CID,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol_MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,PSA,#NandO,RuleOfFive,#ringatoms,#in34,#in56,#noncon,#nonHatm,RuleOfThree,Jm,Labels
69,HCC-78,Foretinib,42642645,5,1,0,0,0,12,1,1,632.663,4.721,1046.468,481.442,82.197,395.362,87.466,1912.744,0,9.7,0.0116536,0,0.7121048,66.465,19.666,27.668,12.424,6.751,-8.177,-8.186,-8.802,410.515,-0.627,630.123,-2.552,8.729,0.985,5,1.066,1,87.329,87.466,0,112.526,10,2,31,3,28,7,46,1,0,Active
70,HCC-78,Tivozanib,9911830,0,0,0,0,1,6,0,-2,454.869,8.636,771.334,283.302,128.948,293.477,65.608,1342.453,2,6.5,0.0555525,0.0119175,0.7629948,46.521,14.794,22.762,14.151,3.893,-6.38,-6.42,-5.392,392.056,-1.114,643.402,-2.286,8.741,1.034,4,0.347,1,96.153,0,22.58,107.071,9,0,21,0,21,0,32,1,0.001,Active
71,HCC-78,CAY10603,24951314,2,0,0,0,1,11,1,-2,446.502,9.531,884.802,422.499,280.162,182.141,0,1514.719,4,10.7,0.0599692,0.0241862,0.7208976,49.141,17.104,28.801,21.412,1.488,-5.308,-3.962,-5.542,11.909,-3.694,7.928,-4.985,8.936,1.011,1,-0.326,2,54.915,0,33.072,172.374,10,0,11,0,11,0,32,1,0,Active
72,HCC-78,Schweinfurthin A,643462,4,0,0,0,0,13,0,-2,548.718,2.832,966.006,584.643,188.846,192.517,0,1794.771,5,6.4,0.0044699,0.0148144,0.7393635,59.164,19.194,30.38,15.398,5.963,-8.528,-8.112,-6.667,160.351,-2.523,68.411,-3.074,8.481,0.665,12,1.283,1,75.413,0,0,107.611,6,2,20,0,20,7,40,2,0,Active
73,HCC-78,AZD8055,25262965,0,0,0,0,0,4,0,-1,465.551,5.405,762.246,540.971,69.861,151.414,0,1421.375,1,9.85,0.0205532,0.0129223,0.8020641,49.607,13.239,23.15,13.343,3.738,-5.743,-5.864,-5.457,2154.793,-0.402,1134.284,-1.89,8.832,1.438,4,0.315,3,100,0,0,82.826,9,0,28,0,28,8,34,1,0.011,Active
74,HCC-78,ACY-1215,53340666,1,0,0,0,1,12,1,-2,433.509,10.256,836.849,209.198,194.008,433.642,0,1452.755,3,9.2,0.0724039,0.0190415,0.7412757,48.421,17.234,26.507,19.266,2.777,-4.905,-4.734,-6.412,77.989,-2.514,60.564,-2.415,8.26,0.866,5,-0.185,2,77.069,0,33.177,123.302,8,0,18,0,18,0,32,0,0.021,Active
75,HCC-78,PHA-793887,46191454,0,1,0,0,1,4,0,1,361.486,4.644,703.127,581.293,110.081,11.753,0,1261.475,2,8.5,0.0170986,0.0170962,0.8030029,41.874,11.283,21.042,13.845,1.643,-3.595,-1.908,-4.127,166.465,-0.417,108.261,-5.185,8.934,-0.252,4,-0.113,3,76.325,0,16.028,94.918,7,0,14,0,14,7,26,0,0.001,Active
76,HCC-78,LDN-193189,25195294,0,1,0,0,0,1,0,1,406.489,9.059,719.249,173.598,97.754,447.896,0,1281.6,1,5.5,0.0640312,0.0076469,0.7933309,48.771,14.259,21.737,11.823,4.338,-5.948,-5.831,-7.738,292.281,-0.134,144.818,-3.71,8.361,1.225,2,0.972,3,96.479,0,0,61.119,6,0,31,0,31,4,31,1,0,Active
77,HCC-78,BAY-MPS1,78320750,2,0,0,0,0,8,0,0,561.51,3.644,819.423,326.125,63.103,235.135,195.059,1547.99,2,7.25,0.0085792,0.0125125,0.7897734,52.905,13.95,25.118,12.094,6.401,-7.945,-8.735,-6.055,2497.421,-0.114,10000,-1.086,8.767,1.065,4,1.006,1,100,195.059,0,85.374,8,2,24,3,21,3,40,1,0.001,Active
78,HCC-78,Midostaurin,9829523,1,0,0,0,0,3,0,-1,570.646,4.282,702.757,258.85,76.087,367.82,0,1470.037,1,7.95,0.0124707,0.0113126,0.8897038,54.263,15.057,24.46,13.063,5.12,-5.613,-9.349,-5.071,1880.9,-0.258,979.28,-1.338,7.849,0.593,3,0.937,3,89.613,0,0,74.613,8,2,35,0,35,6,43,0,0.064,Active
79,HCC-78,JNK-9L,25222038,1,0,0,0,0,3,0,-1,502.55,3.627,795.523,348.78,71.344,328.766,46.632,1483.411,1,9.9,0.0088657,0.0124446,0.790715,54.426,14.815,25.233,14.926,4.473,-6.666,-7.01,-6.486,2086.134,-0.264,1972.298,-1.388,8.176,1.111,3,0.504,1,100,46.632,0,83.12,10,1,35,0,35,8,37,1,0.004,Active
80,HCC-78,Buparlisib,16654980,0,0,0,0,0,2,0,-1,410.398,3.352,630.905,351.538,94.877,94.617,89.873,1150.462,2,7.9,0.0097685,0.0177084,0.8416197,39.507,10.117,20.48,12.827,2.936,-5.069,-5.3,-4.546,1247.915,-0.229,1952.719,-2.743,8.505,0.641,3,0.158,3,100,89.873,0,80.844,8,0,24,0,24,8,29,0,0.006,Active
81,HCC-78,QL-XII-47,71748056,0,0,0,0,0,1,1,-1,447.495,9.075,746.962,224.895,112.595,409.471,0,1390.473,0,8.5,0.0592282,0,0.8065696,52.761,14.835,23.342,13.22,3.927,-5.759,-6.182,-6.615,847.543,-0.651,413.715,-2.056,8.504,1.113,3,0.338,3,100,0,0,88.251,7,0,28,0,28,2,34,1,0.007,Active
82,HCC-78,HG-5-88-01,25226117,1,0,0,0,1,9,0,-2,574.096,8.171,818.281,314.109,253.239,208.157,42.776,1582.596,5,10.75,0.0421905,0.0293759,0.8026188,53.39,17.577,32.191,23.537,2.217,-4.506,-6.749,-4.344,19.796,-2.495,25.67,-4.589,7.868,0.605,5,-0.017,2,24.257,0,37.419,154.027,11,3,24,0,24,5,39,1,0,Active
83,HCC-78,Palbociclib,5330286,0,1,0,0,0,3,0,0,447.539,7.107,806.74,480.368,155.66,170.712,0,1450.108,2,11,0.0348314,0.019283,0.7680065,51.583,14.654,26.445,16.983,2.25,-5.162,-3.903,-6.826,82.542,-0.978,36.922,-5.562,8.166,1.248,3,0.225,3,74.423,0,0,111.873,9,0,27,0,27,9,33,0,0,Active
84,HCC-78,Vorinostat,5311,0,0,0,0,1,9,1,-2,264.324,8.781,583.403,213.779,164.42,205.203,0,965.954,3,6.7,0.0798308,0.0198915,0.8100298,28.684,10.356,18.14,14.983,0.794,-2.037,-1.757,-4.21,153.206,-1.65,121.757,-2.963,8.84,-0.082,3,-0.766,3,70.704,0,31.586,99.414,5,0,6,0,6,0,19,0,2.642,Active
85,HCC-78,BAY-61-3606,10200390,0,0,0,0,0,6,0,-2,390.401,9.503,639.439,165.262,139.438,334.74,0,1160.301,2,7,0.0778378,0.0154815,0.835115,39.625,12.793,20.979,12.984,2.97,-4.437,-5.586,-5.796,471.642,-1.131,219.565,-2.334,8.083,1.045,5,0.161,3,92.187,0,0,110.026,9,0,21,0,21,0,29,0,0.066,Active
86,HCC-78,QL-X-138,73707530,0,0,0,0,0,2,1,-2,421.457,6.459,696.19,135.509,166.747,393.935,0,1302.236,2,8,0.0320372,0.0162509,0.8283808,48.439,14.71,24.366,15.576,3.323,-5.717,-6.058,-6.188,259.798,-1.177,115.25,-3.013,8.593,1.183,2,0.509,3,89.621,0,0,107.748,7,0,25,0,25,0,32,1,0.001,Active
87,HCC-78,Taselisib,51001932,0,0,0,0,1,3,0,-2,460.538,2.605,801.731,473.848,127.552,200.331,0,1454.058,2,8.25,0.0046663,0.0145526,0.7742083,52.024,14.662,24.643,16.937,3.536,-6.062,-5.724,-4.767,316.049,-1.036,290.665,-2.877,8.823,0.706,2,0.445,3,92.388,0,36.001,111.56,10,0,24,0,21,2,34,1,0.001,Active
88,HCC-78,AZ960,25099184,0,0,0,0,0,6,0,-2,354.361,4.286,639.735,188.102,149.079,225.948,76.606,1106.754,3,4.5,0.0165992,0.0121835,0.8088451,36.443,11.305,19.264,11.339,3.49,-6.354,-6.452,-5.703,382.107,-1.129,459.61,-2.895,8.361,0.786,2,0.346,1,93.596,76.606,0,86.137,6,0,17,0,17,0,26,1,0,Active
89,HCC-78,AZD5438,16747683,0,0,0,0,0,4,0,-1,371.456,6.619,663.903,278.534,123.128,262.241,0,1180.704,1,8,0.0371103,0.01205,0.813744,41.034,12.133,19.79,12.4,2.792,-4.761,-4.592,-5.796,673.401,-0.917,322.652,-2.481,8.849,0.962,2,0.074,3,93.912,0,0,81.326,7,0,17,0,17,0,26,0,0.021,Active
90,HCC-78,CD532,77232197,2,0,0,0,1,6,0,-2,522.532,4.608,908.459,207.939,162.058,420.75,117.712,1572.052,5,6,0.0135066,0.0147683,0.7197325,56.925,17.995,30.365,19.218,4.979,-8.67,-7.7,-6.699,203.612,-1.595,568.236,-2.448,7.946,0.4,5,0.717,1,84.465,117.712,18.882,117.57,9,1,28,0,28,5,38,1,0,Active
91,HCC-78,Elesclomol,300471,0,0,0,0,0,6,2,0,400.513,1.698,661.947,155.305,61.896,321.466,123.28,1213.59,0,7,0.002375,0,0.8312334,41.631,13.062,17.947,9.534,4.222,-4.656,-5.051,-5.796,2564.126,-0.093,6481.799,-0.952,8.674,1.357,1,0.014,3,100,0,0,89.349,6,0,12,0,12,0,27,0,0.987,Active
92,HCC-78,AZD6738,54761306,0,0,0,0,0,3,1,-1,412.509,5.285,649.546,355.393,137.966,156.188,0,1223.469,2,10.7,0.0228267,0.0232964,0.8516942,42.375,12.114,23.074,18.59,1.728,-2.661,-4.164,-4.677,19.39,-0.885,227.328,-3.224,8.61,1.138,3,-0.179,2,60.107,0,0,96.421,8,0,24,3,21,7,29,1,0.538,Active
93,HCC-78,AST-1306,24739943,2,0,0,0,0,7,1,0,448.883,6.714,785.744,104.596,88.586,484.319,108.243,1364.136,2,5.75,0.0330415,0.0103491,0.757046,48.569,15.768,23.029,12.594,5.621,-7.66,-7.29,-7.773,1431.652,-0.623,2855.913,-0.774,8.266,1.227,3,0.822,1,100,46.883,0,74.09,6,1,22,0,22,0,32,1,0.002,Active
94,HCC-78,HG-5-113-01,25226483,0,0,0,0,0,7,0,-2,464.541,11.291,754.406,235.139,183.133,336.134,0,1387.302,3,8.5,0.091893,0.0195153,0.7973957,48.081,15.502,26.5,16.289,3.299,-5.669,-6.414,-6.413,181.656,-1.779,78.286,-3.038,7.998,0.808,4,0.366,3,86.695,0,0,128.617,9,0,21,0,21,0,33,0,0.001,Active
95,HCC-78,SGC0946,56962337,3,1,0,0,1,12,0,-2,618.572,6.698,937.751,445.298,212.324,209.926,70.203,1747.984,6,11.6,0.0256663,0.0303003,0.7483465,58.1,19.667,35.125,23.354,2.486,-5.257,-5.97,-5.957,19.098,-2.117,23.499,-5.604,8.374,0.504,5,-0.036,2,25.554,0,12.354,147.027,11,3,20,0,20,4,40,1,0,Active
96,HCC-78,Osimertinib,9868037,2,1,0,0,0,6,0,1,443.443,6.109,714.313,29.564,54.238,467.458,163.052,1253.753,1,3.5,0.02977,0.0048998,0.787199,44.633,13.342,19.161,8.632,5.955,-6.523,-7.065,-7.931,755.891,0.417,3162.701,-2.359,8.458,1.071,5,1.094,1,100,121.856,0,63.782,5,1,21,0,21,0,31,1,0.001,Active
97,HCC-78,PF-4708671,51371303,0,1,0,0,0,3,0,1,390.41,7.113,678.633,263.593,79.765,217.955,117.319,1186.179,1,6.5,0.042657,0.0095781,0.7985404,41.472,10.823,19.477,10.624,3.597,-5.033,-4.503,-6.557,432.897,0.235,972.473,-3.996,9.03,0.725,5,0.426,3,95.192,117.319,0,58.163,6,0,21,0,21,4,28,0,0,Active
98,HCC-78,BI-2536,11364421,0,1,0,0,0,6,0,1,521.661,4.529,885.355,663.338,98.775,123.242,0,1662.843,2,11.25,0.0123359,0.0179701,0.7666815,57.717,15.889,28.028,16.047,3.796,-5.901,-5.127,-6.621,285.839,-0.52,141.371,-4.392,8.101,0.629,4,0.591,3,80.172,0,0,106.54,10,1,27,0,27,11,38,1,0,Active
99,HCC-78,Pictilisib,17755052,0,1,0,0,0,4,0,0,513.631,5.824,793.591,401.632,157.443,213.322,21.193,1465.752,1,11.7,0.0231446,0.0147431,0.7863368,51.974,14.923,25.594,16.265,2.228,-4.423,-5.139,-6.733,79.39,-0.925,46.249,-5.348,8.523,1.155,4,0.028,3,61.034,0,0,108.58,10,1,30,0,30,8,35,0,0,Active
100,HCC-78,AZD5153,118693659,0,1,0,0,1,5,0,1,479.581,8.035,852.864,528.036,108.911,215.918,0,1552.368,0,9.25,0.0415888,0,0.7602359,54.823,15.205,23.585,14.042,3.264,-4.584,-4.378,-5.793,137.804,-0.596,111.293,-4.349,8.919,1.327,5,0.116,3,84.348,0,27.731,96.313,10,0,27,0,27,8,35,0,0.001,Active
101,HCC-78,YK-4-279,44632017,0,0,0,0,0,5,0,0,366.2,4.103,572.311,106.124,120.261,225.399,120.527,1006.009,1,5,0.0167302,0.0087365,0.8483998,33.049,11.071,15.664,8.776,3.407,-4.756,-5.494,-5.06,716.907,-0.556,1578.953,-2.462,9.055,0.582,3,0.183,3,100,0,0,92.602,5,0,15,0,15,1,24,0,0.03,Active
102,HCC-78,AZD8835,76685059,0,0,0,0,1,6,0,-2,469.545,5.017,789.543,501.334,214.751,73.458,0,1470.893,2,11.2,0.017113,0.0200612,0.7922155,49.56,14.434,25.767,17.897,1.701,-4.789,-4.619,-3.87,60.075,-2.079,37.12,-4.643,8.863,1.165,5,-0.184,2,55.782,0,22.704,156.594,12,1,22,0,22,5,34,0,0,Active
103,HCC-78,Pelitinib,6445562,1,1,0,0,0,9,1,0,467.929,10.854,814.612,351.17,130.948,224.351,108.143,1447.076,2,8.25,0.0814107,0.0143225,0.7595244,48.122,15.114,24.641,13.204,3.996,-6.75,-6.294,-7.219,141.587,-0.828,258.818,-4.341,8.456,1.46,5,0.481,1,88.84,39.592,0,97.837,7,0,16,0,16,0,33,1,0,Active
104,HCC-78,AGI-6780,71299339,1,0,0,0,1,5,1,-1,481.507,6.65,762.436,142.224,129.512,318.099,172.601,1343.496,3,6.5,0.0329184,0.0147663,0.7723001,47.44,14.325,24.882,15.639,4.159,-6.896,-6.423,-5.359,425.96,-0.762,2448.024,-2.306,9.199,1.239,4,0.331,1,100,117.407,17.384,93.663,6,0,20,3,17,3,32,1,0,Active
105,HCC-78,GSK343,71268957,0,1,0,0,0,7,0,0,541.695,9.777,862.591,544.78,136.013,181.799,0,1701.757,1,8.5,0.0561764,0.009854,0.7991443,59.192,16.411,26.65,12.25,5.14,-6.337,-7.124,-6.375,126.763,-0.88,58.704,-4.776,8.554,0.811,5,1.23,1,68.762,0,0,110.845,9,2,27,0,27,4,40,1,0,Active
106,HCC-78,Tenovin-6,24772043,3,1,0,0,0,9,0,0,454.629,12.93,896.782,472.774,116.404,251.701,55.903,1578.751,2,6.5,0.1058904,0.0102504,0.7311736,53.652,16.891,25.558,11.747,5.46,-7.588,-5.468,-7.808,194.511,-0.895,188.756,-3.977,8.385,1.004,2,1.155,1,86.922,0,0,98.811,6,1,12,0,12,0,32,1,0,Active
107,HCC-78,AZD6482,44137675,0,0,0,1,0,4,0,-2,408.456,4.117,684.437,336.483,153.08,194.875,0,1259.003,1,8.2,0.0134623,0.0119806,0.8238522,43.524,12.593,20.552,12.392,3.431,-5.039,-5.29,-3.504,88.684,-1.181,45.87,-3.27,8.414,1.046,7,0.083,2,81.9,0,0,109.831,8,0,22,0,22,4,30,1,0.002,Active
108,HCC-78,TWS119,9549289,0,0,0,0,0,4,0,-2,318.334,5.98,592.409,0,170.772,421.637,0,1000.124,3.5,4.25,0.0357579,0.0134215,0.8164183,35.329,12.398,19.845,13.604,2.608,-4.503,-5.012,-6.513,237.942,-1.386,104.807,-2.797,8.351,0.675,4,0.15,3,84.749,0,0,93.006,6,0,21,0,21,0,24,0,0.016,Active
109,HCC-78,ZG-10,57340680,3,1,0,0,0,9,1,-2,493.567,6.082,896.359,219.312,165.629,511.418,0,1606.478,3,11,0.0230269,0.0212555,0.7400591,57.242,19.069,30.012,19.725,3.388,-5.679,-5.172,-8.903,66.396,-1.597,29.181,-3.969,8.386,0.998,7,0.325,2,79.393,0,0,121.833,9,0,24,0,24,0,37,1,0,Active
110,HCC-78,Wee1 Inhibitor,10384072,0,0,0,0,0,2,0,-1,362.771,5.052,542.107,0,175.745,311.328,55.033,972.206,3,3.75,0.0262492,0.0119814,0.8754925,34.443,11.837,18.783,12.003,2.802,-4.434,-6.177,-5.031,213.455,-0.951,186.588,-3.47,8.405,1.258,1,0.317,3,85.039,0,0,107.562,5,0,22,0,22,0,26,0,0.005,Active
111,HCC-78,OTX015,9936746,1,0,0,0,0,4,0,-2,491.994,7.214,797.809,251.497,151.875,296.302,98.135,1440.513,2,6.25,0.036132,0.0110789,0.7731744,51.757,16.082,24.621,12.925,5.211,-8.144,-7.905,-6.615,359.473,-1.131,564.499,-2.891,8.548,1.593,7,1.069,1,90.241,0,0,104.985,7,1,25,0,22,1,34,2,0,Active
112,HCC-78,JQ12,6918878,0,0,0,0,0,4,0,-2,351.422,4.466,654.54,94.463,150.819,370.394,38.864,1117.262,3.5,6,0.0178518,0.0171494,0.795547,39.528,13.329,21.969,15.007,2.911,-5.306,-4.834,-6.607,367.862,-1.171,274.032,-2.61,8.229,0.608,3,0.184,3,89.913,0,0,98.23,5,0,17,0,17,0,25,0,0.004,Active
113,HCC-78,Refametinib,44182295,1,0,0,0,0,11,1,-1,572.337,3.934,644.748,226.724,113.464,121.008,183.552,1247.551,4,9.15,0.0124073,0.0283832,0.8692548,37.866,12.218,23.964,15.374,3.094,-3.884,-7.469,-4.225,831.609,-0.65,4104.785,-2.128,8.757,1.245,5,-0.183,3,84.366,107.404,0,102.156,7,1,15,3,12,3,31,0,0.556,Active
114,HCC-78,Dihydrorotenone,243725,0,0,0,0,0,3,0,1,396.439,4.177,659.388,476.848,32.334,150.206,0,1206.167,0,5.75,0.0144638,0,0.831054,41.625,10.708,16.496,7.55,4.19,-5.782,-5.76,-4.982,4889.665,0.071,2750.294,-1.298,8.581,0.557,4,0.454,3,100,0,0,65.63,6,0,21,0,21,5,29,1,0.122,Active
115,HCC-78,POMHEX,122540908,0,0,0,0,0,10,3,-2,423.399,5.311,670.562,520.362,149.607,0,0.593,1285.619,1,13.2,0.0219367,0.019685,0.8527086,38.875,11.426,21.335,14.611,0.794,-1.954,-2.601,-3.915,377.725,-1.409,174.011,-3.317,9.792,-0.043,1,-0.936,3,77.723,0,0,144.018,10,0,6,0,6,4,28,0,2.273,Active
116,HCC-78,Cediranib,9933475,2,1,0,0,0,8,0,1,450.512,4.91,828.695,475.944,58.49,259.391,34.87,1449.04,1,6,0.0166392,0.0072403,0.7472922,49.177,14.283,20.755,9.498,5.353,-6.732,-6.109,-7.584,688.876,-0.133,567.936,-2.978,8.48,0.949,5,1.009,1,96.127,34.87,0,64.093,7,1,24,0,24,4,33,1,0,Active
117,HCC-78,SNX-2112,24772860,1,0,0,0,0,4,0,-2,464.487,8.564,751.61,375.463,190.864,73.602,111.681,1366.515,3,7.2,0.0536691,0.0165921,0.7923466,46.668,12.809,25.017,13.97,3.731,-6.98,-6.314,-5.243,153.439,-1.43,266.827,-4.394,8.686,1.033,6,0.654,1,87.918,111.681,0,123.804,7,0,21,0,21,9,33,1,0,Active
118,HCC-78,OSU-03012,10027278,2,1,0,0,0,3,0,0,460.458,7.491,757.391,54.698,123.829,454.875,123.989,1348.089,3,4.5,0.0416266,0.0102909,0.779215,50.214,14.828,24.947,13.686,5.077,-6.87,-7.012,-8,165.397,-0.274,373.907,-3.974,8.709,0.932,3,1.092,1,83.421,123.989,0,79.341,5,1,25,0,25,0,34,1,0,Active
119,HCC-78,Crizotinib,11626560,0,1,0,0,0,4,0,0,450.342,1.9,699.139,274.795,115.174,189.548,119.621,1277.213,3,5.25,0.0028258,0.0130064,0.8142864,44.202,13.219,22.323,12.199,4.102,-5.463,-6.085,-6.167,199.803,-0.144,434.058,-4.653,7.902,0.568,5,0.761,3,92.142,40.564,0,72.941,6,0,23,0,23,5,30,0,0,Active
120,HCC-78,Bromosporine,72943187,0,0,0,0,0,5,0,-2,404.443,10.018,726.087,406.319,193.026,126.053,0.689,1262.245,2,10,0.0795171,0.0194772,0.7779271,42.354,12.758,23.331,15.313,1.738,-5.073,-4.369,-5.727,146.364,-1.863,62.526,-4.153,8.845,1.384,2,-0.13,3,75.882,0,0,143.584,10,0,15,0,15,0,28,0,0,Active
121,HCC-78,CRT0105950,117918970,0,0,0,0,0,5,0,0,393.89,4.438,671.252,88.313,106.533,398.216,78.19,1175.083,2,4.25,0.0167631,0.008954,0.8022784,41.465,13.709,19.536,10.808,4.716,-6.331,-6.807,-6.63,967.485,-0.649,1279.842,-1.6,8.153,1.022,5,0.699,1,100,0,0,56.704,4,0,23,0,23,0,27,1,0.005,Active
122,HCC-78,NVP-ADW742,9825149,1,1,0,0,0,6,0,1,453.586,4.815,842.109,345.759,83.638,412.713,0,1504.461,2,5.25,0.0154098,0.0088167,0.7540216,54.143,16.47,23.847,11.899,5.722,-7.308,-6.252,-8.207,397.801,-0.38,202.076,-3.094,8.027,0.24,4,1.339,1,94.021,0,0,59.863,6,1,30,4,26,8,34,1,0,Active
123,HCC-78,MK-1775,24856436,1,1,0,0,0,6,1,0,500.602,6.383,833.16,429.614,133.8,269.746,0,1557.964,2,11.25,0.0261527,0.0190959,0.7800846,54.919,16.112,27.682,17.156,3.091,-5.024,-5.165,-7.103,133.039,-0.865,61.852,-4.522,7.844,0.719,6,0.335,2,70.099,0,0,105.486,10,1,27,0,27,4,37,0,0,Active
124,HCC-78,Ponatinib,24826799,1,2,0,0,0,6,0,1,532.567,6.651,911.825,307.969,94.564,415.131,94.161,1629.988,1,9.5,0.0271403,0.0104187,0.734587,59.19,17.108,27.065,14.912,4.602,-6.157,-5.471,-9.259,78.154,0.062,126.28,-5.349,8.884,1.4,6,0.821,2,74.812,94.161,0,77.528,7,1,27,0,27,4,39,1,0,Active
125,HCC-78,Etoposide,36462,0,0,0,0,0,7,4,-2,588.564,7.734,799.226,532.007,178.623,88.596,0,1556.031,3,16.95,0.0384388,0.0367334,0.8125331,52.47,15.167,31.583,23.005,0.607,-3.815,-5.392,-4.988,200.456,-1.662,87.079,-3.827,8.704,0.304,8,-0.657,2,45.785,0,0,168.4,13,2,32,0,32,13,42,1,0.013,Active
126,HCC-78,VE-822,59472121,0,1,0,0,0,6,0,-2,463.553,6.275,814.597,282.238,200.171,332.187,0,1445.974,3,9.5,0.0272325,0.0201995,0.759153,51.034,16.355,27.127,17.728,2.575,-5.298,-5.094,-7.74,31.23,-1.715,12.913,-5.525,8.839,1.235,3,0.341,2,68.773,0,0,120.06,8,0,23,0,23,0,33,0,0,Active
127,HCC-78,FH535,3463933,1,0,0,0,0,4,0,-1,361.199,12.946,561.238,74.062,158.405,212.681,116.091,962.357,1,5.5,0.1741412,0.0097998,0.8399277,31.822,10.768,17.804,9.634,3.001,-4.478,-5.079,-5.136,311.708,-0.89,606.875,-3.306,9.555,1.62,2,0.011,3,89.15,0,0,90.775,6,0,12,0,12,0,22,0,0.007,Active
128,HCC-78,Pemetrexed,135410875,4,0,0,2,0,10,0,-2,427.416,9.31,737.586,128.915,415.735,192.936,0,1287.481,6.25,9.75,0.0673266,0.033047,0.7759728,40.793,16.013,29.702,22.186,0.918,-4.255,-4.638,-2.462,0.073,-4.642,0.027,-7.542,8.389,0.122,4,-0.721,1,0,0,0,228.535,11,2,15,0,15,0,31,1,0,Active
129,HCC-78,PF-00299804,11511120,2,1,0,0,0,7,1,1,469.945,11.22,833.299,378.026,89.22,256.25,109.804,1455.755,2,7.75,0.0864828,0.0131527,0.7454573,50.058,15.226,24.965,13.132,4.576,-6.581,-5.565,-7.599,352.152,-0.261,707.631,-3.652,8.347,1.223,4,0.675,1,100,41.306,0,80.21,7,0,22,0,22,5,33,1,0,Active
130,HCC-78,Selumetinib,10127622,0,0,0,0,0,7,1,-2,457.686,12.39,673.951,172.619,146.993,192.164,162.175,1171.21,2,6.9,0.1310676,0.0144789,0.7973085,38.058,12.719,21.536,11.886,3.445,-5.587,-6.602,-5.728,399.91,-1.002,1420.73,-2.88,8.117,0.972,2,0.133,3,93.685,28.342,0,96.527,7,0,15,0,15,0,27,0,0.002,Active
131,HCC-78,PF-562271,11713159,0,0,0,0,0,7,0,-2,507.489,5.586,734.826,171.087,193.794,277.409,92.535,1370.624,3,11,0.0227686,0.025928,0.8120687,46.853,14.36,26.95,18.41,2.467,-5.033,-6.245,-5.896,143.929,-1.591,195.576,-3.442,8.423,1.052,5,-0.072,3,67.059,92.535,0,131.09,10,1,21,0,21,1,35,0,0.002,Active
132,HCC-78,Motesanib,11667893,0,1,0,0,0,5,0,1,373.457,4.63,711.521,214.425,106.524,390.571,0,1243.897,2,5.5,0.017231,0.0109318,0.7861412,44.146,13.803,20.704,12.057,3.718,-5.077,-4.633,-7.581,241.34,-0.488,117.74,-3.689,8.33,0.526,5,0.65,3,91.359,0,0,82.641,6,0,21,0,21,2,28,0,0.001,Active
133,HCC-78,BMS-345541,9813758,0,1,0,0,0,4,0,0,255.322,3.046,524.941,252.13,106.715,166.095,0,881.709,3,4,0.0105232,0.0131981,0.8471077,28.15,8.933,15.471,10.29,1.714,-2.314,-2.418,-5.524,240.337,-0.271,117.212,-4.58,8.15,0.831,4,-0.044,3,79.594,0,0,65.075,5,0,13,0,13,0,19,0,0.033,Active
134,HCC-78,Enzastaurin,176167,1,1,0,0,0,2,0,1,515.613,6.853,791.075,222.721,118.754,449.6,0,1522.728,1,6,0.0308395,0.0075846,0.8091496,57.795,16.561,24.949,12.422,5.522,-6.878,-8.045,-7.49,184.78,-0.368,88.22,-3.995,8.013,1.275,3,1.493,1,73.927,0,0,90.667,7,2,35,0,35,5,39,1,0,Active
135,HCC-78,Shikonin,5208,0,0,0,0,0,6,0,-2,288.299,4.178,547.125,203.318,201.896,141.912,0,935.699,0,4.2,0.0186586,0,0.8456078,28.795,9.286,11.927,6.188,2.123,-3.409,-3.847,-4.707,120.593,-1.681,50.277,-4.164,9.196,1.599,6,-0.044,3,76.628,0,0,112.769,5,0,10,0,10,0,21,0,0.008,Active
136,HCC-78,Fedratinib,16722836,1,1,0,0,0,11,0,-1,524.68,8.348,917.07,508.823,103.519,304.728,0,1682.136,3,10.25,0.0414314,0.019359,0.7458818,57.012,17.817,29.129,16.767,4.35,-5.949,-5.745,-7.823,257.711,-0.941,126.396,-3.36,7.991,0.719,6,0.578,3,82.612,0,0,99.915,9,1,23,0,23,4,37,1,0,Active
137,HCC-78,CI-1033,156414,0,1,0,0,0,9,1,1,485.945,9.178,813.62,335.851,79.76,288.133,109.875,1459.566,2,9.45,0.0577082,0.0164258,0.7648204,49.231,15.273,25.242,14.47,4.022,-5.32,-5.284,-7.438,432.944,-0.22,885.419,-3.173,8.351,1.21,4,0.288,3,100,41.315,0,87.473,8,0,22,0,22,4,34,0,0.002,Active
138,HCC-78,PFI-1,71271629,0,0,0,0,0,4,0,-2,347.388,11.659,620.11,209.635,147.143,262.655,0.677,1058.112,2,7.25,0.1284627,0.0165343,0.8098122,36.132,11.345,20.451,13.187,2.093,-4.248,-4.294,-5.862,398.608,-1.172,184.628,-2.922,8.132,0.985,2,-0.072,3,85.745,0,0,98.011,7,0,16,0,16,1,24,0,0.018,Active
